Epoch,OnTrack,Input_Left,Input_Right,Reservoir,Output_Left,Output_Right
988,4,0,0,0,93,77
989,4,0,0,0,93,77
990,4,0,0,0,93,77
991,4,0,0,0,93,77
992,2,0,0,0,94,78
993,2,0,0,0,94,78
994,2,0,0,0,94,78
995,2,0,0,0,94,78
996,0,0,0,0,95,79
997,0,0,0,0,95,79
998,0,0,0,0,95,79
999,0,0,0,0,95,79
